Rk,Player,GmSc,Date,Age,Team, ,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.
,Gerald Henderson,27.8,2013-03-29,25-110,CHA,@,NYK,"L, 102-111",*,46,9,16,.563,7,11,.636,2,5,.400,15,17,.882,.745,0,7,7,3,2,0,3,5,35,27.8,7.0,-5,G
,Dwight Howard,27.8,2018-03-10,32-092,CHO,,PHO,"W, 122-115",*,37,10,15,.667,10,15,.667,0,0,,10,15,.667,.694,1,11,12,1,1,4,1,3,30,27.8,5.4,17,C
,Al Jefferson,27.8,2014-11-07,29-307,CHO,,ATL,"W, 122-119 (2OT)",*,41,15,24,.625,15,24,.625,0,0,,4,8,.500,.618,3,6,9,3,1,2,1,3,34,27.8,10.2,9,C-F
,Larry Johnson,27.8,1993-05-03,24-050,CHH,,BOS,"W, 119-89",*,33,10,13,.769,10,13,.769,0,0,,9,12,.750,.793,3,8,11,4,1,0,2,3,29,27.8,12.7,,F
,Brad Miller,27.8,1999-05-05,23-023,CHH,@,BOS,"W, 133-129 (2OT)",,38,9,16,.563,9,16,.563,0,0,,14,17,.824,.681,3,10,13,4,0,1,2,5,32,27.8,9.6,18,C-F
,Kemba Walker,27.8,2019-04-05,28-332,CHO,,TOR,"W, 113-111",*,36,11,18,.611,7,10,.700,4,8,.500,3,3,1.000,.751,0,6,6,8,0,0,0,1,29,27.8,13.6,0,G
,Kemba Walker,27.8,2015-01-08,24-245,CHO,@,TOR,"W, 103-95",*,41,12,25,.480,11,20,.550,1,5,.200,4,4,1.000,.542,3,4,7,8,3,0,0,1,29,27.8,13.3,17,G
,Gerald Wallace,27.8,2009-03-16,26-236,CHA,,TOR,"W, 112-86",*,39,8,13,.615,7,10,.700,1,3,.333,8,8,1.000,.757,1,8,9,5,3,1,0,4,25,27.8,15.1,20,F
,Derek Anderson,27.7,2007-01-12,32-178,CHA,@,NYK,"W, 126-110",*,35,9,11,.818,3,3,1.000,6,8,.750,5,5,1.000,1.098,0,2,2,2,3,0,1,3,29,27.7,16.6,17,G
,Baron Davis,27.7,2002-01-26,22-288,CHH,,HOU,"L, 104-111 (OT)",*,42,13,25,.520,7,15,.467,6,10,.600,2,2,1.000,.657,0,3,3,11,2,0,3,4,34,27.7,13.9,2,G
,Anthony Mason,27.7,1998-05-01,31-138,CHH,@,ATL,"W, 91-82",*,46,13,18,.722,13,18,.722,0,0,,3,8,.375,.674,2,12,14,3,1,0,0,0,29,27.7,12.5,15,F
,Terry Rozier,27.7,2023-01-06,28-295,CHO,@,MIL,"W, 138-109",*,34,15,29,.517,9,14,.643,6,15,.400,3,4,.750,.634,0,2,2,4,1,0,1,0,39,27.7,6.5,27,G
,David Wesley,27.7,1997-12-29,27-045,CHH,@,HOU,"W, 120-101",*,38,12,17,.706,10,14,.714,2,3,.667,6,8,.750,.780,0,0,0,8,1,0,1,5,32,27.7,8.3,15,G
,LaMelo Ball,27.6,2023-02-05,21-167,CHO,,ORL,"L, 113-119",*,38,13,24,.542,7,11,.636,6,13,.462,1,2,.500,.663,2,6,8,6,4,0,4,2,33,27.6,11.4,-17,G
,Gordon Hayward,27.6,2021-01-11,30-294,CHO,,NYK,"W, 109-88",*,35,11,17,.647,9,15,.600,2,2,1.000,10,10,1.000,.794,1,2,3,3,0,1,3,0,34,27.6,10.2,25,F-G
,Glen Rice,27.6,1997-03-14,29-290,CHH,@,ORL,"L, 81-86",*,43,17,25,.680,13,15,.867,4,10,.400,1,2,.500,.753,0,5,5,1,3,1,5,3,39,27.6,16.3,2,F
,Glen Rice,27.6,1997-01-20,29-237,CHH,@,ATL,"L, 97-106",*,46,12,22,.545,7,10,.700,5,12,.417,4,7,.571,.658,3,4,7,1,1,4,1,1,33,27.6,14.2,-6,F
,Jason Richardson,27.6,2007-12-29,26-343,CHA,@,ORL,"L, 95-104",*,40,11,21,.524,7,13,.538,4,8,.500,8,8,1.000,.693,2,6,8,3,2,0,3,1,34,27.6,12.3,-9,G
,LaMelo Ball,27.5,2023-11-05,22-075,CHO,@,DAL,"L, 118-124",*,39,11,23,.478,6,13,.462,5,10,.500,3,3,1.000,.617,2,8,10,13,1,1,3,6,30,27.5,10.4,1,G
,LaMelo Ball,27.5,2026-04-05,24-226,CHO,@,MIN,"W, 122-108",*,31,13,22,.591,6,8,.750,7,14,.500,2,2,1.000,.765,0,3,3,8,1,0,4,2,35,27.5,16.9,15,G
,Kendall Gill,27.5,1992-04-01,23-312,CHH,@,CHI,"L, 94-100",*,38,13,21,.619,13,20,.650,0,1,.000,6,7,.857,.664,4,4,8,4,2,0,3,1,32,27.5,15.2,,G
,Hersey Hawkins,27.5,1993-12-11,27-073,CHH,,NJN,"W, 105-99",*,38,7,12,.583,4,5,.800,3,7,.429,9,11,.818,.772,2,6,8,5,3,0,1,2,26,27.5,16.1,,G
,Stephen Jackson,27.5,2011-02-02,32-303,CHA,@,DET,"W, 97-87",*,43,14,26,.538,11,19,.579,3,7,.429,8,10,.800,.641,3,2,5,4,1,0,3,4,39,27.5,8.9,9,F-G
,Jumaine Jones,27.5,2006-02-03,26-358,CHA,,LAL,"W, 112-102",*,40,13,20,.650,8,12,.667,5,8,.625,0,0,,.775,4,5,9,0,3,0,0,5,31,27.5,11.9,14,F
,Sean May,27.5,2006-12-10,22-250,CHA,,PHO,"L, 84-114",*,39,10,12,.833,10,12,.833,0,0,,6,7,.857,.862,2,8,10,4,0,1,1,0,26,27.5,13.5,-21,F-C
,Alonzo Mourning,27.5,1992-12-28,22-324,CHH,@,NJN,"L, 103-104",*,39,9,14,.643,9,14,.643,0,0,,9,14,.643,.670,8,7,15,1,2,5,4,3,27,27.5,11.0,,C-F
,Alonzo Mourning,27.5,1995-04-28,25-079,CHH,,CHI,"L, 100-108 (OT)",*,48,13,26,.500,10,20,.500,3,6,.500,3,7,.429,.550,3,10,13,3,2,7,2,5,32,27.5,11.2,,C-F
,Emeka Okafor,27.5,2006-11-08,24-041,CHA,@,BOS,"L, 108-110 (OT)",*,44,10,18,.556,10,18,.556,0,0,,8,12,.667,.601,6,12,18,3,2,2,2,4,28,27.5,9.3,0,C-F
,Kurt Rambis,27.5,1988-12-30,30-309,CHH,,NYK,"W, 122-111",*,33,7,9,.778,7,9,.778,0,0,,7,8,.875,.839,8,8,16,3,1,1,1,1,21,27.5,13.3,,F
,Glen Rice,27.5,1997-01-06,29-223,CHH,@,GSW,"W, 109-101",*,47,13,25,.520,8,17,.471,5,8,.625,8,8,1.000,.684,2,4,6,1,0,1,2,3,39,27.5,6.4,13,F
,Terry Rozier,27.5,2023-01-29,28-318,CHO,,MIA,"W, 122-117",*,37,11,19,.579,6,8,.750,5,11,.455,4,5,.800,.731,1,5,6,7,0,1,2,0,31,27.5,11.3,-1,G
,David Wesley,27.5,2000-11-29,30-015,CHH,,TOR,"W, 103-79",*,41,12,19,.632,11,16,.688,1,3,.333,7,9,.778,.697,3,3,6,6,1,0,3,1,32,27.5,9.0,20,G
,Miles Bridges,27.4,2022-03-30,24-009,CHO,@,NYK,"W, 125-114",*,34,11,15,.733,7,11,.636,4,4,1.000,5,6,.833,.879,1,5,6,3,0,0,1,1,31,27.4,11.5,0,G-F
,Elden Campbell,27.4,2002-01-09,33-170,CHH,,ATL,"W, 111-87",*,32,7,8,.875,7,8,.875,0,0,,8,8,1.000,.955,4,9,13,1,3,2,2,1,22,27.4,16.1,16,C
,Baron Davis,27.4,2000-12-13,21-244,CHH,,SAC,"W, 101-90",*,39,9,14,.643,6,9,.667,3,5,.600,5,6,.833,.781,1,6,7,8,2,1,2,2,26,27.4,15.3,16,G
,Dwight Howard,27.4,2018-03-21,32-103,CHO,@,BRK,"W, 111-105",*,34,10,17,.588,10,17,.588,0,0,,12,21,.571,.610,11,19,30,1,0,0,6,3,32,27.4,6.9,16,C
